word,syllables,actual_count,cmu_counts,category,phonetic,decision,reviewed_syllables,reason
pcs,pcs,1,2,other,/ˈpiːˈsiːz/,needs_human_source,pcs,no high-confidence automatic boundary rule
pedestrian,pedes-tri-an,3,4,vowel_sequence_suffix,/pəˈdɛstɹiən/,needs_human_source,pedes-tri-an,no high-confidence automatic boundary rule
pediatric,pe-di-atric,3,4,other,/ˌpiːdiˈætɹɪk/,needs_human_source,pe-di-atric,no high-confidence automatic boundary rule
pediatrics,pe-di-atrics,3,4,other,/ˌpiːdiˈætɹɪks/,needs_human_source,pe-di-atrics,no high-confidence automatic boundary rule
pentium,pen-tium,2,3,vowel_sequence_suffix,/ˈpɛntiəm/,needs_human_source,pen-tium,no high-confidence automatic boundary rule
perennial,peren-ni-al,3,4,other,/pɚˈɛniəl/,needs_human_source,peren-ni-al,no high-confidence automatic boundary rule
peristyle,peri-style,2,3,other,/ˈpɛɹəˌstaɪl/,needs_human_source,peri-style,no high-confidence automatic boundary rule
permeability,per-me-abil-i-ty,5,6,suffix_ity_ety,/pɚˌmiːəˈbɪlɪti/,needs_human_source,per-me-abil-i-ty,no high-confidence automatic boundary rule
permeable,per-me-able,3,4,suffix_able_ible,/ˈpɝˌmiːəbəl/,needs_human_source,per-me-able,no high-confidence automatic boundary rule
pessimism,pes-si-mism,3,4,suffix_ism,/ˈpɛsəˌmɪzəm/,needs_human_source,pes-si-mism,-ism boundary needs dictionary-specific policy
pete,pe-te,2,1,other,/ˈpiːt/,accepted_standard_difference,pe-te,orthographic spelling split has more parts than CMU pronunciation
philippines,philip-pines,2,3,other,/ˈfɪləˌpiːnz/,needs_human_source,philip-pines,no high-confidence automatic boundary rule
photoelectric,pho-to-elec-tric,4,5,other,/ˌfoʊtoʊɪˈlɛktɹɪk/,needs_human_source,pho-to-elec-tric,no high-confidence automatic boundary rule
physiologically,phys-i-o-log-i-cal-ly,7,6,adverb_ically_ally,/ˌfɪziəˈlɑdʒɪkli/,accepted_standard_difference,phys-i-o-log-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
physique,physique,1,2,other,/fəˈziːk/,needs_human_source,physique,no high-confidence automatic boundary rule
pianist,pi-anist,2,3,other,/ˈpɪənɪst/,needs_human_source,pi-anist,no high-confidence automatic boundary rule
piano,pi-ano,2,3,other,/pɪˈɑːnəʊ/,needs_human_source,pi-ano,no high-confidence automatic boundary rule
picaresque,pi-caresque,2,3,other,/ˌpɪkəˈɹɛsk/,needs_human_source,pi-caresque,no high-confidence automatic boundary rule
picturesque,pic-turesque,2,3,other,/ˈpɪktʃɚəsk/,needs_human_source,pic-turesque,no high-confidence automatic boundary rule
platelet,platelet,1,2,other,/ˈpleɪtlət/,needs_human_source,platelet,no high-confidence automatic boundary rule
pliable,pli-able,2,3,suffix_able_ible,/ˈplaɪəbəl/,needs_human_source,pli-able,no high-confidence automatic boundary rule
pluralism,plu-ral-ism,3,4,suffix_ism,/ˈplʊɹəˌlɪzəm/,needs_human_source,plu-ral-ism,-ism boundary needs dictionary-specific policy
podium,podi-um,2,3,vowel_sequence_suffix,/ˈpoʊdiəm/,needs_human_source,podi-um,no high-confidence automatic boundary rule
polyester,po-lyes-ter,3,4,other,/ˌpɑˌliːˈɛstɚ/,needs_human_source,po-lyes-ter,no high-confidence automatic boundary rule
polytheism,poly-the-ism,3,5,suffix_ism,/ˈpɑˌliːθiɪzəm/,needs_human_source,poly-the-ism,-ism boundary needs dictionary-specific policy
posterior,pos-te-ri-or,4,3,other,/ˌpɔˈstɪɹjɚ/,accepted_standard_difference,pos-te-ri-or,orthographic spelling split has more parts than CMU pronunciation
potassium,potas-si-um,3,4,vowel_sequence_suffix,/pəˈtæsiəm/,needs_human_source,potas-si-um,no high-confidence automatic boundary rule
powerfully,pow-er-ful-ly,4,3,other,/ˈpaʊɚfli/,accepted_standard_difference,pow-er-ful-ly,orthographic spelling split has more parts than CMU pronunciation
preponderance,pre-pon-der-ance,4,3,other,/pɹiˈpɑndɹəns/,accepted_standard_difference,pre-pon-der-ance,orthographic spelling split has more parts than CMU pronunciation
principally,prin-ci-pal-ly,4,3,adverb_ically_ally,/ˈpɹɪnsɪpli/,accepted_standard_difference,prin-ci-pal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
prism,prism,1,2,suffix_ism,/ˈpɹɪzəm/,needs_human_source,prism,-ism boundary needs dictionary-specific policy
prolifically,pro-lif-i-cal-ly,5,4,adverb_ically_ally,/pɹoʊˈlɪfɪkli/,accepted_standard_difference,pro-lif-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
promised,promised,1,2,other,/ˈpɹɑməst/,needs_human_source,promised,no high-confidence automatic boundary rule
proprietor,pro-pri-etor,3,4,other,/pɹəˈpɹaɪətɚ/,needs_human_source,pro-pri-etor,no high-confidence automatic boundary rule
proprietorship,pro-pri-etor-ship,4,5,other,/pɹəˈpɹaɪətɚˌʃɪp/,needs_human_source,pro-pri-etor-ship,no high-confidence automatic boundary rule
propriety,pro-pri-ety,3,4,suffix_ity_ety,/pɹəˈpɹaɪəti/,needs_human_source,pro-pri-ety,no high-confidence automatic boundary rule
provocatively,pro-vo-ca-ti-ve-ly,6,5,other,/pɹoʊˈvɑkətɪvli/,accepted_standard_difference,pro-vo-ca-ti-ve-ly,orthographic spelling split has more parts than CMU pronunciation
prurient,pruri-ent,2,3,other,/ˈpɹʊɹiənt/,needs_human_source,pruri-ent,no high-confidence automatic boundary rule
psychiatric,psy-chi-atric,3,4,other,/ˌsaɪkiˈætɹɪk/,needs_human_source,psy-chi-atric,no high-confidence automatic boundary rule
psychoanalysis,psy-cho-anal-y-sis,5,6,other,/ˌsaɪkəʊəˈnæləsɪs/,needs_human_source,psy-cho-anal-y-sis,no high-confidence automatic boundary rule
psychologically,psy-cho-log-i-cal-ly,6,5,adverb_ically_ally,/ˌsaɪkəˈlɑdʒɪkli/,accepted_standard_difference,psy-cho-log-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
puerile,puerile,1,2,other,/pjuˈɹiːl/,needs_human_source,puerile,no high-confidence automatic boundary rule
pugilism,pu-gi-lism,3,4,suffix_ism,/ˈpjuːdʒəlɪzəm/,needs_human_source,pu-gi-lism,-ism boundary needs dictionary-specific policy
racism,ra-cism,2,3,suffix_ism,/ˈɹeɪˌsɪzəm/,needs_human_source,ra-cism,-ism boundary needs dictionary-specific policy
radically,rad-i-cal-ly,4,3,adverb_ically_ally,/ˈɹædɪkli/,accepted_standard_difference,rad-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
radius,ra-dius,2,3,other,/ˈɹeɪdiəs/,needs_human_source,ra-dius,no high-confidence automatic boundary rule
rarely,rarely,1,2,other,/ˈɹɛɹli/,needs_human_source,rarely,no high-confidence automatic boundary rule
real,re-al,2,1,other,/ˈɹiːl/,accepted_standard_difference,re-al,orthographic spelling split has more parts than CMU pronunciation
realisation,re-al-i-sa-tion,5,4,suffix_tion_sion_cian,/ˈɹiːləˈzeɪʃən/,accepted_standard_difference,re-al-i-sa-tion,orthographic spelling split has more parts than CMU pronunciation
realism,re-al-ism,3,4,suffix_ism,/ˈɹiːəlɪzəm/,needs_human_source,re-al-ism,-ism boundary needs dictionary-specific policy
realistically,re-al-is-ti-cal-ly,6,5,adverb_ically_ally,/ˌɹiːəˈlɪstɪkli/,accepted_standard_difference,re-al-is-ti-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
really,re-al-ly,3,2,adverb_ically_ally,/ˈɹɪəlɪ/,accepted_standard_difference,re-al-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
reassess,re-assess,2,3,other,/ɹiəˈsɛs/,needs_human_source,re-assess,no high-confidence automatic boundary rule
recidivism,re-ci-di-vism,4,5,suffix_ism,/ɹəˈsɪdɪˌvɪzəm/,needs_human_source,re-ci-di-vism,-ism boundary needs dictionary-specific policy
recognised,recog-nised,2,3,other,/ˈɹɛkəɡˌnaɪzd/,needs_human_source,recog-nised,no high-confidence automatic boundary rule
reelect,re-elect,2,3,other,/ɹiɪˈlɛkt/,needs_human_source,re-elect,no high-confidence automatic boundary rule
reenact,reen-act,2,3,other,/ɹiɪˈnækt/,needs_human_source,reen-act,no high-confidence automatic boundary rule
reenter,reen-ter,2,3,other,/ɹiˈɪntɚ/,needs_human_source,reen-ter,no high-confidence automatic boundary rule
reestablish,rees-ta-blish,3,4,other,/ɹiɪˈstæblɪʃ/,needs_human_source,rees-ta-blish,no high-confidence automatic boundary rule
reissue,reis-sue,2,3,other,/ɹiˈɪʃu/,needs_human_source,reis-sue,no high-confidence automatic boundary rule
reliable,re-li-able,3,4,suffix_able_ible,/ɹɪlˈaɪəbəl/,needs_human_source,re-li-able,no high-confidence automatic boundary rule
renowned,renowned,1,2,other,/ɹɪˈnaʊnd/,needs_human_source,renowned,no high-confidence automatic boundary rule
reopen,re-open,2,3,other,/ɹiˈoʊpən/,needs_human_source,re-open,no high-confidence automatic boundary rule
reorient,re-ori-ent,3,4,other,/ɹiˈɔɹiɛnt/,needs_human_source,re-ori-ent,no high-confidence automatic boundary rule
reschedule,resched-ule,2,3,other,/ɹiˈskɛdʒul/,needs_human_source,resched-ule,no high-confidence automatic boundary rule
residual,resid-u-al,3,4,other,/ɹɪˈzɪdʒuəl/,needs_human_source,resid-u-al,no high-confidence automatic boundary rule
rheumatism,rheu-ma-tism,3,4,suffix_ism,/ˈɹuːməˌtɪzəm/,needs_human_source,rheu-ma-tism,-ism boundary needs dictionary-specific policy
rhythm,rhythm,1,2,other,/ˈɹɪðəm/,needs_human_source,rhythm,no high-confidence automatic boundary rule
rhythmically,rhyth-mi-cal-ly,4,3,adverb_ically_ally,/ˈɹɪðmɪkli/,accepted_standard_difference,rhyth-mi-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
ridicule,ri-di-cu-le,4,3,other,/ˈɹɪdəˌkjuːl/,accepted_standard_difference,ri-di-cu-le,orthographic spelling split has more parts than CMU pronunciation
riotous,ri-otous,2,3,other,/ˈɹaɪətəs/,needs_human_source,ri-otous,no high-confidence automatic boundary rule
romanticism,ro-man-ti-cism,4,5,suffix_ism,/ɹoʊˈmæntəˌsɪzəm/,needs_human_source,ro-man-ti-cism,-ism boundary needs dictionary-specific policy
ruinous,ru-inous,2,3,other,/ˈɹuːənəs/,needs_human_source,ru-inous,no high-confidence automatic boundary rule
rwanda,rwan-da,2,3,other,/ˈrjændə/,needs_human_source,rwan-da,no high-confidence automatic boundary rule
ryan,ryan,1,2,other,/ˈɹaɪən/,needs_human_source,ryan,no high-confidence automatic boundary rule
saleswoman,sales-woman,2,3,other,/ˈseɪlˌzwʊmən/,needs_human_source,sales-woman,no high-confidence automatic boundary rule
samoa,sa-moa,2,3,other,/səˈmoʊə/,needs_human_source,sa-moa,no high-confidence automatic boundary rule
sanctuary,sanc-tu-ary,3,4,other,/ˈsæŋktʃuˌɛɹi/,needs_human_source,sanc-tu-ary,no high-confidence automatic boundary rule
sapiens,sapi-ens,2,3,other,/ˈseɪpiənz/,needs_human_source,sapi-ens,no high-confidence automatic boundary rule
sarcasm,sar-casm,2,3,other,/ˈsɑɹˌkæzəm/,needs_human_source,sar-casm,no high-confidence automatic boundary rule
sarcastically,sar-cas-ti-cal-ly,5,4,adverb_ically_ally,/sɑɹˈkæstɪkli/,accepted_standard_difference,sar-cas-ti-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
satisfactorily,sat-is-fac-to-ri-ly,6,5,other,/ˌsætɪˈsfæktɹəli/,accepted_standard_difference,sat-is-fac-to-ri-ly,orthographic spelling split has more parts than CMU pronunciation
scenarios,sce-nar-ios,3,4,other,/sɪˈnɛɹioʊz/,needs_human_source,sce-nar-ios,no high-confidence automatic boundary rule
schism,schism,1,2,suffix_ism,/ˈskɪzəm/,needs_human_source,schism,-ism boundary needs dictionary-specific policy
sciences,sci-ences,2,3,other,/ˈsaɪənsɪz/,needs_human_source,sci-ences,no high-confidence automatic boundary rule
scsi,scsi,1,2,other,/ˈskʊˌziː/,needs_human_source,scsi,no high-confidence automatic boundary rule
secretariat,sec-re-tar-iat,4,5,other,/ˌsɛkɹɪˈtɛɹiət/,needs_human_source,sec-re-tar-iat,no high-confidence automatic boundary rule
semiannual,semi-an-nu-al,4,5,other,/ˈsemɪˈænjʊəl/,needs_human_source,semi-an-nu-al,no high-confidence automatic boundary rule
servile,servile,1,2,other,/ˈsɝvəl/,needs_human_source,servile,no high-confidence automatic boundary rule
sexism,sex-ism,2,3,suffix_ism,/ˈsɛksɪzəm/,needs_human_source,sex-ism,-ism boundary needs dictionary-specific policy
sh,sh,1,0,other,/ʃ/,accepted_standard_difference,sh,orthographic spelling split has more parts than CMU pronunciation
shh,shh,1,0,other,/ʃ/,accepted_standard_difference,shh,orthographic spelling split has more parts than CMU pronunciation
simian,simi-an,2,3,vowel_sequence_suffix,/ˈsɪmiən/,needs_human_source,simi-an,no high-confidence automatic boundary rule
sinuous,sin-u-ous,3,2,vowel_sequence_suffix,/ˈsɪnwəs/,accepted_standard_difference,sin-u-ous,orthographic spelling split has more parts than CMU pronunciation
skepticism,skep-ti-cism,3,4,suffix_ism,/ˈskɛptɪˌsɪzəm/,needs_human_source,skep-ti-cism,-ism boundary needs dictionary-specific policy
sobriety,so-bri-ety,3,4,suffix_ity_ety,/səˈbɹaɪəti/,needs_human_source,so-bri-ety,no high-confidence automatic boundary rule
society,so-ci-ety,3,4,suffix_ity_ety,/səˈsaɪəti/,needs_human_source,so-ci-ety,no high-confidence automatic boundary rule
sodium,sodi-um,2,3,vowel_sequence_suffix,/ˈsoʊdiəm/,needs_human_source,sodi-um,no high-confidence automatic boundary rule
soloist,so-loist,2,3,other,/ˈsəʊləʊˌɪst/,needs_human_source,so-loist,no high-confidence automatic boundary rule
somebody,some-body,2,3,other,/ˈsʌmbɒdɪ/,needs_human_source,some-body,no high-confidence automatic boundary rule
sovereign,sov-er-eign,3,2,other,/ˈsɑvɹən/,accepted_standard_difference,sov-er-eign,orthographic spelling split has more parts than CMU pronunciation
sovereignty,sovereign-ty,2,3,other,/ˈsɑvɹənti/,needs_human_source,sovereign-ty,no high-confidence automatic boundary rule
spasm,spasm,1,2,other,/ˈspæzəm/,needs_human_source,spasm,no high-confidence automatic boundary rule
spokesman,spokesman,1,2,other,/ˈspoʊksmən/,needs_human_source,spokesman,no high-confidence automatic boundary rule
spokesperson,spokesper-son,2,3,other,/ˈspoʊkspɚsən/,needs_human_source,spokesper-son,no high-confidence automatic boundary rule
spokeswoman,spokes-woman,2,3,other,/ˈspoʊkˌswʊmən/,needs_human_source,spokes-woman,no high-confidence automatic boundary rule
spontaneity,spon-ta-nei-ty,4,5,suffix_ity_ety,/ˌspɑntəˈniːəti/,needs_human_source,spon-ta-nei-ty,no high-confidence automatic boundary rule
sporadically,spo-rad-i-cal-ly,5,4,adverb_ically_ally,/spɚˈædɪkli/,accepted_standard_difference,spo-rad-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
sql,sql,1,2/3,other,/ˌɛskjˌuːˈɛl/,needs_human_source,sql,no high-confidence automatic boundary rule
statewide,statewide,1,2,other,/ˈsteɪˌtwaɪd/,needs_human_source,statewide,no high-confidence automatic boundary rule
statuary,stat-u-ary,3,4,other,/ˈstætʃuˌɛɹi/,needs_human_source,stat-u-ary,no high-confidence automatic boundary rule
statuesque,sta-tuesque,2,3,other,/ˌstætʃuˈɛsk/,needs_human_source,sta-tuesque,no high-confidence automatic boundary rule
statutes,statutes,1,2,other,/ˈstætʃuts/,needs_human_source,statutes,no high-confidence automatic boundary rule
stoicism,sto-ic-ism,3,4,suffix_ism,/ˈstoʊəˌsɪzəm/,needs_human_source,sto-ic-ism,-ism boundary needs dictionary-specific policy
stonewall,stonewall,1,2,other,/ˈstoʊnˌwɔl/,needs_human_source,stonewall,no high-confidence automatic boundary rule
stoneware,stoneware,1,2,other,/ˈstoʊnˌwɛɹ/,needs_human_source,stoneware,no high-confidence automatic boundary rule
studying,study-ing,2,3,other,/ˈstʌdiɪŋ/,needs_human_source,study-ing,no high-confidence automatic boundary rule
subtly,sub-tly,2,3,other,/ˈsʌtəli/,needs_human_source,sub-tly,no high-confidence automatic boundary rule
sundial,sun-di-al,3,2,other,/ˈsʌnˌdaɪl/,accepted_standard_difference,sun-di-al,orthographic spelling split has more parts than CMU pronunciation
superfluous,su-per-flu-ous,4,3,vowel_sequence_suffix,/ˈsuːpɚflˌwʌs/,accepted_standard_difference,su-per-flu-ous,orthographic spelling split has more parts than CMU pronunciation
symbolism,sym-bol-ism,3,4,suffix_ism,/ˈsɪmbəˌlɪzəm/,needs_human_source,sym-bol-ism,-ism boundary needs dictionary-specific policy
symposium,sym-po-sium,3,4,vowel_sequence_suffix,/sɪmˈpoʊziəm/,needs_human_source,sym-po-sium,no high-confidence automatic boundary rule
synthetically,syn-thet-i-cal-ly,5,4,adverb_ically_ally,/sɪnˈθɛtɪkli/,accepted_standard_difference,syn-thet-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
syria,syr-ia,2,3,vowel_sequence_suffix,/ˈsɪɹiə/,needs_human_source,syr-ia,no high-confidence automatic boundary rule
systematically,sys-tem-at-i-cal-ly,6,5,adverb_ically_ally,/ˌsɪstəˈmætɪkli/,accepted_standard_difference,sys-tem-at-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
teleology,tele-ol-o-gy,4,5,other,/ˈtiːliˌɔləˌdʒiː/,needs_human_source,tele-ol-o-gy,no high-confidence automatic boundary rule
tellurium,tel-luri-um,3,4,vowel_sequence_suffix,/tɛˈlʊɹiəm/,needs_human_source,tel-luri-um,no high-confidence automatic boundary rule
temperament,tem-per-a-ment,4,3,other,/ˈtɛmpɹəmənt/,accepted_standard_difference,tem-per-a-ment,orthographic spelling split has more parts than CMU pronunciation
temperamental,tem-per-a-men-tal,5,4,other,/ˌtɛmpɹəmˈɛntəl/,accepted_standard_difference,tem-per-a-men-tal,orthographic spelling split has more parts than CMU pronunciation
temperamentally,tem-per-a-men-tal-ly,6,5,adverb_ically_ally,/ˌtemprəˈmentəlɪ/,accepted_standard_difference,tem-per-a-men-tal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
terrorism,ter-ror-ism,3,4,suffix_ism,/ˈtɛɹɚˌɪzəm/,needs_human_source,ter-ror-ism,-ism boundary needs dictionary-specific policy
theater,the-ater,2,3,other,/ˈθiːətɚ/,needs_human_source,the-ater,no high-confidence automatic boundary rule
theaters,the-aters,2,3,other,/ˈθiːətɚz/,needs_human_source,the-aters,no high-confidence automatic boundary rule
theatre,the-atre,2,3,other,/ˈθiːətɚ/,needs_human_source,the-atre,no high-confidence automatic boundary rule
theatrical,the-atri-cal,3,4,other,/θiˈætɹɪkəl/,needs_human_source,the-atri-cal,no high-confidence automatic boundary rule
theism,the-ism,2,3,suffix_ism,/ˈθiːɪzəm/,needs_human_source,the-ism,-ism boundary needs dictionary-specific policy
theorem,the-o-rem,3,2,other,/ˈθɪɹəm/,accepted_standard_difference,the-o-rem,orthographic spelling split has more parts than CMU pronunciation
ticklish,tick-lish,2,3,other,/ˈtɪkəlɪʃ/,needs_human_source,tick-lish,no high-confidence automatic boundary rule
timetable,ti-me-ta-ble,4,3,suffix_able_ible,/ˈtaɪmˌteɪbəl/,accepted_standard_difference,ti-me-ta-ble,orthographic spelling split has more parts than CMU pronunciation
tokyo,to-kyo,2,3,other,/ˈtoʊkiˌoʊ/,needs_human_source,to-kyo,no high-confidence automatic boundary rule
tourism,tou-rism,2,3,suffix_ism,/ˈtʊˌɹɪzəm/,needs_human_source,tou-rism,-ism boundary needs dictionary-specific policy
tragically,trag-i-cal-ly,4,3,adverb_ically_ally,/ˈtɹædʒɪkli/,accepted_standard_difference,trag-i-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
triumphant,tri-umphant,2,3,other,/tɹaɪˈʌmfənt/,needs_human_source,tri-umphant,no high-confidence automatic boundary rule
trivia,triv-ia,2,3,vowel_sequence_suffix,/ˈtɹɪviə/,needs_human_source,triv-ia,no high-confidence automatic boundary rule
trivial,triv-ial,2,3,other,/ˈtɹɪviəl/,needs_human_source,triv-ial,no high-confidence automatic boundary rule
truism,tru-ism,2,3,suffix_ism,/ˈtɹuːɪzəm/,needs_human_source,tru-ism,-ism boundary needs dictionary-specific policy
turquoise,turquoise,1,2,other,/ˈtɝkwɔɪz/,needs_human_source,turquoise,no high-confidence automatic boundary rule
tvs,tvs,1,2,other,/ˈtiːˈviːz/,needs_human_source,tvs,no high-confidence automatic boundary rule
unadorned,un-adorned,2,3,other,/ˌʌnəˈdɔɹnd/,needs_human_source,un-adorned,no high-confidence automatic boundary rule
unctuous,unc-tu-ous,3,2,vowel_sequence_suffix,/ˈʌŋtʃwəs/,accepted_standard_difference,unc-tu-ous,orthographic spelling split has more parts than CMU pronunciation
undeniable,un-de-ni-able,4,5,suffix_able_ible,/ˌʌndɪˈnaɪəbəl/,needs_human_source,un-de-ni-able,no high-confidence automatic boundary rule
undiscovered,undis-cov-ered,3,4,other,/ˌʌndɪˈskʌvɚd/,needs_human_source,undis-cov-ered,no high-confidence automatic boundary rule
undisturbed,undis-turbed,2,3,other,/ˌʌndɪˈstɝbd/,needs_human_source,undis-turbed,no high-confidence automatic boundary rule
unenviable,un-en-vi-able,4,5,suffix_able_ible,/əˈnɛnˌviːəbəl/,needs_human_source,un-en-vi-able,no high-confidence automatic boundary rule
uninteresting,un-in-ter-est-ing,5,4,other,/əˈnɪntɹəstɪŋ/,accepted_standard_difference,un-in-ter-est-ing,orthographic spelling split has more parts than CMU pronunciation
unreal,un-re-al,3,2,other,/ənˈɹiːl/,accepted_standard_difference,un-re-al,orthographic spelling split has more parts than CMU pronunciation
unrealistic,un-re-al-is-tic,5,4,other,/ənˌɹiːˈlɪstɪk/,accepted_standard_difference,un-re-al-is-tic,orthographic spelling split has more parts than CMU pronunciation
unreliable,un-re-li-able,4,5,suffix_able_ible,/ˌʌnrɪˈlaɪəbl/,needs_human_source,un-re-li-able,no high-confidence automatic boundary rule
urbanism,ur-ban-ism,3,4,suffix_ism,/ˈɝbənɪzəm/,needs_human_source,ur-ban-ism,-ism boundary needs dictionary-specific policy
urls,urls,1,3,other,/ˈjuːˈɑˈɹɛlz/,needs_human_source,urls,no high-confidence automatic boundary rule
usual,usu-al,2,3,other,/ˈjuːʒuːəl/,needs_human_source,usu-al,no high-confidence automatic boundary rule
utopian,u-topi-an,3,4,vowel_sequence_suffix,/juˈtoʊpiən/,needs_human_source,u-topi-an,no high-confidence automatic boundary rule
vacuum,vac-u-um,3,2,other,/ˈvækjum/,accepted_standard_difference,vac-u-um,orthographic spelling split has more parts than CMU pronunciation
valedictorian,vale-dic-to-ri-an,5,6,vowel_sequence_suffix,/ˌvæləˌdɪkˈtɔɹiən/,needs_human_source,vale-dic-to-ri-an,no high-confidence automatic boundary rule
variant,vari-ant,2,3,other,/ˈvɛɹiənt/,needs_human_source,vari-ant,no high-confidence automatic boundary rule
variety,va-ri-ety,3,4,suffix_ity_ety,/vɚˈaɪəti/,needs_human_source,va-ri-ety,no high-confidence automatic boundary rule
varying,vary-ing,2,3,other,/ˈvɛɹiɪŋ/,needs_human_source,vary-ing,no high-confidence automatic boundary rule
vegetable,veg-e-ta-ble,4,3,suffix_able_ible,/ˈvɛdʒtəbəl/,accepted_standard_difference,veg-e-ta-ble,orthographic spelling split has more parts than CMU pronunciation
venereal,vene-re-al,3,4,other,/vəˈnɪɹiəl/,needs_human_source,vene-re-al,no high-confidence automatic boundary rule
verifiable,ver-i-fi-able,4,5,suffix_able_ible,/ˈvɛɹəˌfaɪəbəl/,needs_human_source,ver-i-fi-able,no high-confidence automatic boundary rule
vertically,ver-ti-cal-ly,4,3,adverb_ically_ally,/ˈvɝtɪkli/,accepted_standard_difference,ver-ti-cal-ly,orthographic -ical-ly spelling split differs from reduced pronunciation
veterinary,vet-eri-nary,3,4,other,/ˈvɛtɹəˌnɛɹi/,needs_human_source,vet-eri-nary,no high-confidence automatic boundary rule
viable,vi-able,2,3,suffix_able_ible,/ˈvaɪəbəl/,needs_human_source,vi-able,no high-confidence automatic boundary rule
viceroy,viceroy,1,2,other,/ˈvaɪsɹɔɪ/,needs_human_source,viceroy,no high-confidence automatic boundary rule
virtuoso,vir-tu-oso,3,4,other,/vɚtʃuˈoʊsoʊ/,needs_human_source,vir-tu-oso,no high-confidence automatic boundary rule
visual,vis-ual,2,3,other,/ˈvɪʒəwəl/,needs_human_source,vis-ual,no high-confidence automatic boundary rule
visualize,vi-su-al-ize,4,3,other,/ˈvɪʒwəˌlaɪz/,accepted_standard_difference,vi-su-al-ize,orthographic spelling split has more parts than CMU pronunciation
vitriolic,vit-ri-olic,3,4,other,/ˌvɪtɹiˈɑlɪk/,needs_human_source,vit-ri-olic,no high-confidence automatic boundary rule
volatile,vo-la-ti-le,4,3,other,/ˈvɑlətəl/,accepted_standard_difference,vo-la-ti-le,orthographic spelling split has more parts than CMU pronunciation
wholesaler,whole-saler,2,3,other,/ˈhoʊlˌseɪlɚ/,needs_human_source,whole-saler,no high-confidence automatic boundary rule
ws,ws,1,3/4,other,/ˌdʌbəljˌuːˈɛs/,needs_human_source,ws,no high-confidence automatic boundary rule
wyoming,wyo-ming,2,3,other,/ˌwaɪˈoʊmɪŋ/,needs_human_source,wyo-ming,no high-confidence automatic boundary rule
xbox,xbox,1,2,other,/ˈɛksˌbɑks/,needs_human_source,xbox,no high-confidence automatic boundary rule
xenophobia,xe-nop-ho-bia,4,5,vowel_sequence_suffix,/ˌzɛnəˈfoʊbiə/,needs_human_source,xe-nop-ho-bia,no high-confidence automatic boundary rule
yacht,y-acht,2,1,other,/ˈjɑt/,accepted_standard_difference,y-acht,orthographic spelling split has more parts than CMU pronunciation
yolk,y-olk,2,1,other,/ˈjoʊk/,accepted_standard_difference,y-olk,orthographic spelling split has more parts than CMU pronunciation
yore,y-ore,2,1,other,/ˈjɔɹ/,accepted_standard_difference,y-ore,orthographic spelling split has more parts than CMU pronunciation
york,y-ork,2,1,other,/ˈjɔɹk/,accepted_standard_difference,y-ork,orthographic spelling split has more parts than CMU pronunciation
yorkshire,y-ork-shire,3,2,other,/ˈjɔɹkʃɚ/,accepted_standard_difference,y-ork-shire,orthographic spelling split has more parts than CMU pronunciation
young,y-oung,2,1,other,/ˈjʌŋ/,accepted_standard_difference,y-oung,orthographic spelling split has more parts than CMU pronunciation
youngster,y-oung-ster,3,2,other,/ˈjʌŋstɚ/,accepted_standard_difference,y-oung-ster,orthographic spelling split has more parts than CMU pronunciation
your,y-our,2,1,other,/ˈjɔː/,accepted_standard_difference,y-our,orthographic spelling split has more parts than CMU pronunciation
yours,y-ours,2,1,other,/ˈjɔːz/,accepted_standard_difference,y-ours,orthographic spelling split has more parts than CMU pronunciation
yourself,y-our-self,3,2,other,/jɔːsˈɛlf/,accepted_standard_difference,y-our-self,orthographic spelling split has more parts than CMU pronunciation
yourselves,y-our-selves,3,2,other,/jʊɹsˈɛlvz/,accepted_standard_difference,y-our-selves,orthographic spelling split has more parts than CMU pronunciation
youth,y-outh,2,1,other,/ˈjuːθ/,accepted_standard_difference,y-outh,orthographic spelling split has more parts than CMU pronunciation
youthful,y-outh-ful,3,2,other,/ˈjuːθfəl/,accepted_standard_difference,y-outh-ful,orthographic spelling split has more parts than CMU pronunciation
zoological,zo-o-log-i-cal,5,4,other,/ˌzuːˈlɑdʒɪkəl/,accepted_standard_difference,zo-o-log-i-cal,orthographic spelling split has more parts than CMU pronunciation
